"","work","dimension","population_size","max_gens","PKG","seconds","generations","diff_fitness","evaluations","initial_temp_1","initial_temp_2","initial_temp","color","base","shape","size","cum_seconds","run","power"
"4151","base-taskset-2",3,400,10,326.88,6.92655782,NA,0,NA,34.5,32,33.25,"blue",TRUE,23,3,4061.83117116,"B",47.1922719039686
"4152","taskset-2",3,400,10,431.63,9.32998363,25,0.0012309999999971,92025,33,31.5,32.25,"red",FALSE,23,4,4071.16115479,"W",46.2626749539109
"4153","base-taskset-2",3,400,10,330.12,6.92957616,NA,0,NA,33.5,31,32.25,"blue",TRUE,23,3,4078.09073095,"B",47.6392772628103
"4154","taskset-2",3,400,10,431.68,9.32883134,40,0.00160899999999486,146634,33,31,32,"red",FALSE,23,4,4087.41956229,"W",46.2737490117385
"4155","base-taskset-2",3,400,10,315.74,6.87214499,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,23,3,4094.29170728,"B",45.9448979117072
"4156","taskset-2",3,400,10,432.8,9.27327891,25,0.000698999999997341,92262,33.8,31,32.4,"red",FALSE,23,4,4103.56498619,"W",46.6717332887812
"4157","base-taskset-2",3,400,10,324.39,6.92369163,NA,0,NA,34,32.5,33.25,"blue",TRUE,23,3,4110.48867782,"B",46.8521732820154
"4158","taskset-2",3,400,10,433.68,9.33054864,32,0.00146499999999605,117377,32.5,31,31.75,"red",FALSE,23,4,4119.81922646,"W",46.47958193378
"4159","base-taskset-2",3,400,10,329.93,6.92225356,NA,0,NA,33.2,31,32.1,"blue",TRUE,23,3,4126.74148002,"B",47.6622240344516
"4160","taskset-2",3,400,10,433.3,9.32563176,33,0.000769999999995719,121197,33.8,31,32.4,"red",FALSE,23,4,4136.06711178,"W",46.4633400879642
"4161","base-taskset-2",3,400,10,327.45,6.94664533,NA,0,NA,32.5,31.5,32,"blue",TRUE,23,3,4143.01375711,"B",47.1378607147056
"4162","taskset-2",3,400,10,427.31,9.24911204,22,0.000526000000000693,81064,33.5,32,32.75,"red",FALSE,23,4,4152.26286915,"W",46.2001106865173
"4163","base-taskset-2",3,400,10,322.11,6.93687287,NA,0,NA,33,31.5,32.25,"blue",TRUE,23,3,4159.19974202,"B",46.4344678122954
"4164","taskset-2",3,400,10,433.53,9.37231522,43,0.000320999999999572,157463,33,31,32,"red",FALSE,23,4,4168.57205724,"W",46.2564467608677
"4165","base-taskset-2",3,400,10,318.39,6.84926061,NA,0,NA,34,31,32.5,"blue",TRUE,23,3,4175.42131785,"B",46.4853096019075
"4166","taskset-2",3,400,10,433.12,9.35815381,23,0.00153799999999649,84616,33,31,32,"red",FALSE,23,4,4184.77947166,"W",46.2826331767676
"4167","base-taskset-2",3,400,10,325.65,6.92846947,NA,0,NA,33.5,32,32.75,"blue",TRUE,23,3,4191.70794113,"B",47.001722589679
"4168","taskset-2",3,400,10,442.56,9.33529119,29,0.000893999999995287,106529,32.5,31,31.75,"red",FALSE,23,4,4201.04323232,"W",47.4071982322385
"4169","base-taskset-2",3,400,10,325.97,6.94762279,NA,0,NA,33,31.5,32.25,"blue",TRUE,23,3,4207.99085511,"B",46.9182063927221
"4170","taskset-2",3,400,10,431.9,9.28465034,22,0.000240999999995495,81282,34.2,32,33.1,"red",FALSE,23,4,4217.27550545,"W",46.5176376259744
"4171","base-taskset-2",3,400,10,329.96,6.91855934,NA,0,NA,34.5,32.5,33.5,"blue",TRUE,23,3,4224.19406479,"B",47.6920098223802
"4172","taskset-2",3,400,10,429.78,9.35065718,28,0.00120100000000178,102699,32.5,31,31.75,"red",FALSE,23,4,4233.54472197,"W",45.9625448486392
"4173","base-taskset-2",3,400,10,319.97,6.92700275,NA,0,NA,33,31.5,32.25,"blue",TRUE,23,3,4240.47172472,"B",46.191695246548
"4174","taskset-2",3,400,10,424.75,9.29562241,25,0.00212199999999996,92049,33.5,31.5,32.5,"red",FALSE,23,4,4249.76734713,"W",45.6935513584399
"4175","base-taskset-2",3,400,10,323.01,6.9347315,NA,0,NA,38.1,33.2,35.65,"blue",TRUE,23,3,4256.70207863,"B",46.5785877939182
"4176","taskset-2",3,400,10,436.38,9.2994749,44,6.99999999653755e-06,161035,33,31,32,"red",FALSE,23,4,4266.00155353,"W",46.9252301546617
"4177","base-taskset-2",3,400,10,318.29,6.98663526,NA,0,NA,34.4,32,33.2,"blue",TRUE,23,3,4272.98818879,"B",45.5569795982165
"4178","taskset-2",3,400,10,434.3,9.32633999,45,0.000195999999995422,164695,36.1,31.5,33.8,"red",FALSE,23,4,4282.31452878,"W",46.5670349210591
"4179","base-taskset-2",3,400,10,321.74,6.91077748,NA,0,NA,32.5,30.5,31.5,"blue",TRUE,23,3,4289.22530626,"B",46.5562667776709
"4180","taskset-2",3,400,10,430.9,9.30063554,36,0.000774999999997306,132144,33,30.5,31.75,"red",FALSE,23,4,4298.5259418,"W",46.3301672393024
"4181","base-taskset-2",3,400,10,315.47,6.93419753,NA,0,NA,34.2,31,32.6,"blue",TRUE,23,3,4305.46013933,"B",45.4948101254912
"4182","taskset-2",3,400,10,434.91,9.36886618,14,0.00067200000000156,51918,32.5,30.5,31.5,"red",FALSE,23,4,4314.82900551,"W",46.4207719103103
"4183","base-taskset-2",3,400,10,319.02,6.9234786,NA,0,NA,34.5,31.5,33,"blue",TRUE,23,3,4321.75248411,"B",46.0779932215
"4184","taskset-2",3,400,10,435.75,9.3588573,20,0.000444999999999141,74086,32.5,30.5,31.5,"red",FALSE,23,4,4331.11134141,"W",46.5601714004123
"4185","base-taskset-2",3,400,10,321.02,6.95061238,NA,0,NA,34.5,31.5,33,"blue",TRUE,23,3,4338.06195379,"B",46.1858585185554
"4186","taskset-2",3,400,10,429.02,9.33102812,23,0.00119699999999767,84608,33.5,31,32.25,"red",FALSE,23,4,4347.39298191,"W",45.9777844930554
"4187","base-taskset-2",3,400,10,316.62,6.9298298,NA,0,NA,32.8,30.5,31.65,"blue",TRUE,23,3,4354.32281171,"B",45.6894338155318
"4188","taskset-2",3,400,10,433.35,9.38050597,14,0.000289999999999679,51993,32.5,30.5,31.5,"red",FALSE,23,4,4363.70331768,"W",46.1968684190284
"4189","base-taskset-2",3,400,10,327.35,6.95690837,NA,0,NA,34.5,32,33.25,"blue",TRUE,23,3,4370.66022605,"B",47.0539473268929
"4190","taskset-2",3,400,10,433.79,9.35434953,24,0.00266200000000083,88525,35,32,33.5,"red",FALSE,23,4,4380.01457558,"W",46.3730800959284
"4191","base-taskset-2",3,400,10,317.59,6.90010692,NA,0,NA,33,30.5,31.75,"blue",TRUE,23,3,4386.9146825,"B",46.0268230162439
"4192","taskset-2",3,400,10,433.42,9.35627758,23,0.00240999999999758,84555,34.8,31,32.9,"red",FALSE,23,4,4396.27096008,"W",46.3239783443877
"4193","base-taskset-2",3,400,10,327.05,6.95617268,NA,0,NA,35,32,33.5,"blue",TRUE,23,3,4403.22713276,"B",47.0157966233811
"4194","taskset-2",3,400,10,437.73,9.35236761,18,0.00277200000000022,66600,33.5,31,32.25,"red",FALSE,23,4,4412.57950037,"W",46.8041910084841
"4195","base-taskset-2",3,400,10,336.39,7.02130754,NA,0,NA,33.5,30.5,32,"blue",TRUE,23,3,4419.60080791,"B",47.9098797600881
"4196","taskset-2",3,400,10,435.04,9.33235651,17,0.00350900000000109,62920,33.5,31.5,32.5,"red",FALSE,23,4,4428.93316442,"W",46.6163074175142
"4197","base-taskset-2",3,400,10,323.82,6.92805461,NA,0,NA,33,30.5,31.75,"blue",TRUE,23,3,4435.86121903,"B",46.7403936932882
"4198","taskset-2",3,400,10,436.18,9.32127255,23,0.00129799999999847,84650,33,31,32,"red",FALSE,23,4,4445.18249158,"W",46.7940399403942
"4199","base-taskset-2",3,400,10,325.66,6.94383951,NA,0,NA,33.2,31,32.1,"blue",TRUE,23,3,4452.12633109,"B",46.8991254090779
"4200","taskset-2",3,400,10,431,9.32389958,18,0.00130899999999912,66537,33,30.5,31.75,"red",FALSE,23,4,4461.45023067,"W",46.2252940737914
"4201","base-taskset-2",3,400,10,321.88,6.93868013,NA,0,NA,33,31,32,"blue",TRUE,23,3,4468.3889108,"B",46.389225900229
"4202","taskset-2",3,400,10,438.95,9.33079397,36,0.000554999999998529,131925,34,31.5,32.75,"red",FALSE,23,4,4477.71970477,"W",47.0431563928316
"4203","base-taskset-2",3,400,10,323.4,6.90833758,NA,0,NA,33,31,32,"blue",TRUE,23,3,4484.62804235,"B",46.8129989675461
"4204","taskset-2",3,400,10,424.32,9.30556223,15,0.00110699999999753,55672,33,31.5,32.25,"red",FALSE,23,4,4493.93360458,"W",45.5985344584601
"4205","base-taskset-2",3,400,10,322.7,6.93406259,NA,0,NA,37.6,31.5,34.55,"blue",TRUE,23,3,4500.86766717,"B",46.5383742663909
"4206","taskset-2",3,400,10,434.33,9.33968953,18,0.00102799999999803,66529,33.2,31.5,32.35,"red",FALSE,23,4,4510.2073567,"W",46.5036871520075
"4207","base-taskset-2",3,400,10,322.81,6.90218761,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,4517.10954431,"B",46.7692300238706
"4208","taskset-2",3,400,10,438.44,9.34703812,23,0.000616000000000838,84793,34.5,32.5,33.5,"red",FALSE,23,4,4526.45658243,"W",46.9068376924518
"4209","base-taskset-2",3,400,10,325.74,6.95668549,NA,0,NA,33.5,31,32.25,"blue",TRUE,23,3,4533.41326792,"B",46.8240228005478
"4210","base-taskset-2",3,400,25,325.2,6.95945654,NA,0,NA,34,31,32.5,"blue",TRUE,23,3,4540.37272446,"B",46.7277865923709
"4211","taskset-2",3,400,25,441.06,9.34479117,53,0.000737999999998351,193764,33.5,31,32.25,"red",FALSE,23,4,4549.71751563,"W",47.198486512567
"4212","base-taskset-2",3,400,25,326.74,6.94463222,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,23,3,4556.66214785,"B",47.0492878023136
"4213","taskset-2",3,400,25,429.41,9.32207259,54,0.00034199999999629,197404,33.5,31,32.25,"red",FALSE,23,4,4565.98422044,"W",46.0637906274875
"4214","base-taskset-2",3,400,25,320.93,6.95656423,NA,0,NA,34.5,31.5,33,"blue",TRUE,23,3,4572.94078467,"B",46.1334057142746
"4215","taskset-2",3,400,25,433.99,9.36599662,49,6.49999999993156e-05,179095,34,31,32.5,"red",FALSE,23,4,4582.30678129,"W",46.3367666686175
"4216","base-taskset-2",3,400,25,318.85,6.88649139,NA,0,NA,35,31.5,33.25,"blue",TRUE,23,3,4589.19327268,"B",46.3007912074076
"4217","taskset-2",3,400,25,436.28,9.31298324,50,0.000242000000000075,182488,35.2,31,33.1,"red",FALSE,23,4,4598.50625592,"W",46.8464281269339
"4218","base-taskset-2",3,400,25,319.98,6.94718909,NA,0,NA,33,31,32,"blue",TRUE,23,3,4605.45344501,"B",46.0589161824585
"4219","taskset-2",3,400,25,444.18,9.37031815,55,5.69999999981974e-05,201064,34.2,31,32.6,"red",FALSE,23,4,4614.82376316,"W",47.4028728683028
"4220","base-taskset-2",3,400,25,324.57,6.9700691,NA,0,NA,33.5,31,32.25,"blue",TRUE,23,3,4621.79383226,"B",46.5662528367186
"4221","taskset-2",3,400,25,438.98,9.42022092,60,0.000501999999997338,219319,34.2,31,32.6,"red",FALSE,23,4,4631.21405318,"W",46.5997563887281
"4222","base-taskset-2",3,400,25,321.84,6.98489507,NA,0,NA,33.5,30.1,31.8,"blue",TRUE,23,3,4638.19894825,"B",46.0765690500201
"4223","taskset-2",3,400,25,433.82,9.38041253,33,0.000762000000001706,121229,37.4,31,34.2,"red",FALSE,23,4,4647.57936078,"W",46.2474330006892
"4224","base-taskset-2",3,400,25,323.36,6.94643826,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,4654.52579904,"B",46.5504749192142
"4225","taskset-2",3,400,25,432.82,9.32255651,51,4.5999999997548e-05,186296,34,31,32.5,"red",FALSE,23,4,4663.84835555,"W",46.4271790185158
"4226","base-taskset-2",3,400,25,324.99,6.96956515,NA,0,NA,32.8,30.5,31.65,"blue",TRUE,23,3,4670.8179207,"B",46.6298819231211
"4227","taskset-2",3,400,25,443.64,9.39956951,32,0.000856999999996333,117442,34.2,31,32.6,"red",FALSE,23,4,4680.21749021,"W",47.1979061943232
"4228","base-taskset-2",3,400,25,315.22,6.89866795,NA,0,NA,35.2,31.5,33.35,"blue",TRUE,23,3,4687.11615816,"B",45.692879014419
"4229","taskset-2",3,400,25,444.76,9.37259141,33,0.000198999999994953,120933,34.8,31.5,33.15,"red",FALSE,23,4,4696.48874957,"W",47.4532581805996
"4230","base-taskset-2",3,400,25,329.15,6.93382113,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,4703.4225707,"B",47.4702179114332
"4231","taskset-2",3,400,25,439.86,9.35740177,32,0.000172999999996648,117364,32.5,31.5,32,"red",FALSE,23,4,4712.77997247,"W",47.0066382540289
"4232","base-taskset-2",3,400,25,322,6.90047828,NA,0,NA,33.5,32,32.75,"blue",TRUE,23,3,4719.68045075,"B",46.6634321469091
"4233","taskset-2",3,400,25,436.04,9.3170168,70,0.000273999999997443,255899,34.8,31,32.9,"red",FALSE,23,4,4728.99746755,"W",46.8003878666399
"4234","base-taskset-2",3,400,25,324.42,6.97574494,NA,0,NA,32.8,31,31.9,"blue",TRUE,23,3,4735.97321249,"B",46.5068609575625
"4235","taskset-2",3,400,25,431.12,9.35128721,37,0.000231999999996901,135701,34,32,33,"red",FALSE,23,4,4745.3244997,"W",46.1027439665175
"4236","base-taskset-2",3,400,25,315.92,6.94372898,NA,0,NA,33,31.5,32.25,"blue",TRUE,23,3,4752.26822868,"B",45.4971674312093
"4237","taskset-2",3,400,25,439.14,9.41263558,82,5.19999999966103e-05,299203,33,30.5,31.75,"red",FALSE,23,4,4761.68086426,"W",46.6543080593799
"4238","base-taskset-2",3,400,25,315.92,6.90390481,NA,0,NA,33.2,31,32.1,"blue",TRUE,23,3,4768.58476907,"B",45.7596112192051
"4239","taskset-2",3,400,25,437.1,9.36093413,42,0.00195999999999685,153676,38.1,31.5,34.8,"red",FALSE,23,4,4777.9457032,"W",46.694057871765
"4240","base-taskset-2",3,400,25,324.72,6.93409326,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,4784.87979646,"B",46.8294826481754
"4241","taskset-2",3,400,25,432.75,9.29163807,31,0.000267999999998381,113750,32.5,31,31.75,"red",FALSE,23,4,4794.17143453,"W",46.5741343711206
"4242","base-taskset-2",3,400,25,321.57,6.91393079,NA,0,NA,35,31.5,33.25,"blue",TRUE,23,3,4801.08536532,"B",46.5104453265723
"4243","taskset-2",3,400,25,441.62,9.40052445,80,0.000585999999998421,292002,33,31.5,32.25,"red",FALSE,23,4,4810.48588977,"W",46.9782300284321
"4244","base-taskset-2",3,400,25,318.32,6.93493257,NA,0,NA,34.5,31.5,33,"blue",TRUE,23,3,4817.42082234,"B",45.9009509879056
"4245","taskset-2",3,400,25,432.84,9.29492825,39,0.000130999999996106,143062,55.8,31,43.4,"red",FALSE,23,4,4826.71575059,"W",46.5673309527699
"4246","base-taskset-2",3,400,25,329.58,6.94483868,NA,0,NA,34.5,31,32.75,"blue",TRUE,23,3,4833.66058927,"B",47.4568258797913
"4247","taskset-2",3,400,25,439.18,9.3310305,64,0.0003680000000017,233773,34.2,31.5,32.85,"red",FALSE,23,4,4842.99161977,"W",47.0666128462446
"4248","base-taskset-2",3,400,25,318.97,6.89314177,NA,0,NA,33,30.5,31.75,"blue",TRUE,23,3,4849.88476154,"B",46.273529639011
"4249","taskset-2",3,400,25,440.93,9.33260097,44,0.000195999999995422,161150,34.2,32,33.1,"red",FALSE,23,4,4859.21736251,"W",47.2462072917707
"4250","base-taskset-2",3,400,25,322.13,6.90805968,NA,0,NA,33,31.5,32.25,"blue",TRUE,23,3,4866.12542219,"B",46.631038948986
"4251","taskset-2",3,400,25,432.69,9.32333046,75,0.000211000000000183,273739,33.5,30.5,32,"red",FALSE,23,4,4875.44875265,"W",46.4093814819045
"4252","base-taskset-2",3,400,25,319.94,6.93894357,NA,0,NA,33,31,32,"blue",TRUE,23,3,4882.38769622,"B",46.1078832494382
"4253","taskset-2",3,400,25,443.49,9.34005319,28,0.000319999999994991,102890,34,31.5,32.75,"red",FALSE,23,4,4891.72774941,"W",47.4825989722228
"4254","base-taskset-2",3,400,25,324.07,6.86815286,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,23,3,4898.59590227,"B",47.1844477846988
"4255","taskset-2",3,400,25,430.08,9.32416342,66,0.000223999999995783,241089,34.5,32,33.25,"red",FALSE,23,4,4907.92006569,"W",46.1253176963301
"4256","base-taskset-2",3,400,25,328.45,6.91698,NA,0,NA,33,31.5,32.25,"blue",TRUE,23,3,4914.83704569,"B",47.4845958785482
"4257","taskset-2",3,400,25,435.58,9.3570416,77,4.79999999996039e-05,281205,33,31.5,32.25,"red",FALSE,23,4,4924.19408729,"W",46.5510380973405
"4258","base-taskset-2",3,400,25,315.45,6.89867752,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,4931.09276481,"B",45.726155351584
"4259","taskset-2",3,400,25,441.01,9.39693077,49,0.000137999999999749,179247,39.6,31,35.3,"red",FALSE,23,4,4940.48969558,"W",46.9312811591566
"4260","base-taskset-2",3,400,25,320.64,6.92329818,NA,0,NA,34.5,31.5,33,"blue",TRUE,23,3,4947.41299376,"B",46.3131865281007
"4261","taskset-2",3,400,25,443.95,9.33398994,38,0.000321999999997047,139081,33.8,31,32.4,"red",FALSE,23,4,4956.7469837,"W",47.5627253568692
"4262","base-taskset-2",3,400,25,321.91,6.92591896,NA,0,NA,33,31,32,"blue",TRUE,23,3,4963.67290266,"B",46.479030704685
"4263","taskset-2",3,400,25,422.31,9.28611706,40,0.000422000000000367,146365,32.5,31.5,32,"red",FALSE,23,4,4972.95901972,"W",45.4775658406357
"4264","base-taskset-2",3,400,25,327.16,6.92431136,NA,0,NA,35.2,31,33.1,"blue",TRUE,23,3,4979.88333108,"B",47.2480197655352
"4265","taskset-2",3,400,25,443.75,9.36475977,94,9.29999999996767e-05,342235,33.5,31.5,32.5,"red",FALSE,23,4,4989.24809085,"W",47.385091651956
"4266","base-taskset-2",3,400,25,324.04,6.90651769,NA,0,NA,34,32,33,"blue",TRUE,23,3,4996.15460854,"B",46.9180004373521
"4267","taskset-2",3,400,25,442.54,9.36374193,40,0.000216999999999246,146633,32.5,31.5,32,"red",FALSE,23,4,5005.51835047,"W",47.2610205736416
"4268","base-taskset-2",3,400,25,322.06,6.92825184,NA,0,NA,33.8,31.5,32.65,"blue",TRUE,23,3,5012.44660231,"B",46.4850307750938
"4269","taskset-2",3,400,25,436.15,9.36436802,77,0.000698999999997341,280889,33.5,32,32.75,"red",FALSE,23,4,5021.81097033,"W",46.5754868954841
"4270","base-taskset-2",3,400,25,316.25,6.87489863,NA,0,NA,34,31,32.5,"blue",TRUE,23,3,5028.68586896,"B",46.0006782674554
"4271","base-taskset-2",3,200,10,319.37,6.92500067,NA,0,NA,34,32,33,"blue",TRUE,23,3,5035.61086963,"B",46.1184070903491
"4272","taskset-2",3,200,10,435.81,9.35988543,15,0.00150899999999865,27846,32.5,31,31.75,"red",FALSE,23,4,5044.97075506,"W",46.5614673661663
"4273","base-taskset-2",3,200,10,326.59,6.93702475,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,5051.90777981,"B",47.0792611774954
"4274","taskset-2",3,200,10,445.9,9.37853329,26,0.000208999999998127,47805,33.5,31.5,32.5,"red",FALSE,23,4,5061.2863131,"W",47.5447477992585
"4275","base-taskset-2",3,200,10,312.84,6.88067182,NA,0,NA,35,32,33.5,"blue",TRUE,23,3,5068.16698492,"B",45.4664905090619
"4276","taskset-2",3,200,10,430.42,9.2916021,16,0.00545400000000029,29630,34,31.5,32.75,"red",FALSE,23,4,5077.45858702,"W",46.323550596296
"4277","base-taskset-2",3,200,10,325.9,6.91714237,NA,0,NA,35.2,31.5,33.35,"blue",TRUE,23,3,5084.37572939,"B",47.114831901313
"4278","taskset-2",3,200,10,433.99,9.31624344,21,0.00429299999999699,38826,33,31,32,"red",FALSE,23,4,5093.69197283,"W",46.5842270862772
"4279","base-taskset-2",3,200,10,324.76,6.93539308,NA,0,NA,33,31,32,"blue",TRUE,23,3,5100.62736591,"B",46.8264734606795
"4280","taskset-2",3,200,10,436.99,9.35933122,26,0.000323999999999103,47758,33,31,32,"red",FALSE,23,4,5109.98669713,"W",46.6903018739409
"4281","base-taskset-2",3,200,10,321.11,6.94184818,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,5116.92854531,"B",46.2571337882529
"4282","taskset-2",3,200,10,449.47,9.35611887,47,0.000289999999999679,85798,33.5,31,32.25,"red",FALSE,23,4,5126.28466418,"W",48.0402190529245
"4283","base-taskset-2",3,200,10,323.65,6.92018168,NA,0,NA,34,32,33,"blue",TRUE,23,3,5133.20484586,"B",46.7690033247798
"4284","taskset-2",3,200,10,435.68,9.27924542,17,0.00237500000000068,31609,33.5,31.5,32.5,"red",FALSE,23,4,5142.48409128,"W",46.9520936541842
"4285","base-taskset-2",3,200,10,314.5,6.90062085,NA,0,NA,34.5,31.5,33,"blue",TRUE,23,3,5149.38471213,"B",45.5756093308619
"4286","taskset-2",3,200,10,436.11,9.3089151,21,0.000593999999999539,38783,35,32,33.5,"red",FALSE,23,4,5158.69362723,"W",46.8486386775619
"4287","base-taskset-2",3,200,10,329.44,6.94120818,NA,0,NA,32.2,30.5,31.35,"blue",TRUE,23,3,5165.63483541,"B",47.4614780967425
"4288","taskset-2",3,200,10,434.02,9.32275229,20,0.0011739999999989,36740,33.5,32,32.75,"red",FALSE,23,4,5174.9575877,"W",46.5549213900652
"4289","base-taskset-2",3,200,10,320.12,6.90848073,NA,0,NA,33,32,32.5,"blue",TRUE,23,3,5181.86606843,"B",46.3372501872782
"4290","taskset-2",3,200,10,430.01,9.32447787,34,0.000346999999997877,62451,33,31,32,"red",FALSE,23,4,5191.1905463,"W",46.1162550863558
"4291","base-taskset-2",3,200,10,319.45,6.89272063,NA,0,NA,36.4,31.5,33.95,"blue",TRUE,23,3,5198.08326693,"B",46.3459956014495
"4292","taskset-2",3,200,10,428.78,9.26652457,25,0.000135999999997694,46053,35,31.5,33.25,"red",FALSE,23,4,5207.3497915,"W",46.2719325633861
"4293","base-taskset-2",3,200,10,322.48,6.92610279,NA,0,NA,33.5,31,32.25,"blue",TRUE,23,3,5214.27589429,"B",46.5600944394878
"4294","taskset-2",3,200,10,434.22,9.34912776,17,0.00123299999999915,31469,32.5,31,31.75,"red",FALSE,23,4,5223.62502205,"W",46.4449744560984
"4295","base-taskset-2",3,200,10,322.37,6.92786971,NA,0,NA,33.2,31,32.1,"blue",TRUE,23,3,5230.55289176,"B",46.5323416135665
"4296","taskset-2",3,200,10,442.27,9.34750637,18,0.00304599999999766,33387,33,31,32,"red",FALSE,23,4,5239.90039813,"W",47.3142229054186
"4297","base-taskset-2",3,200,10,321.29,6.93939156,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,5246.83978969,"B",46.2994481896623
"4298","taskset-2",3,200,10,431.72,9.32413964,19,0.000234999999996433,35006,33.5,31.5,32.5,"red",FALSE,23,4,5256.16392933,"W",46.301322874654
"4299","base-taskset-2",3,200,10,320.14,6.92760825,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,23,3,5263.09153758,"B",46.2121974059373
"4300","taskset-2",3,200,10,445.15,9.37469147,18,0.0012569999999954,33202,33.5,31,32.25,"red",FALSE,23,4,5272.46622905,"W",47.4842293663239
"4301","base-taskset-2",3,200,10,332.12,6.9097119,NA,0,NA,34,30.5,32.25,"blue",TRUE,23,3,5279.37594095,"B",48.0656798440468
"4302","taskset-2",3,200,10,439.43,9.34514479,25,0.000976999999998895,45881,32.5,31.5,32,"red",FALSE,23,4,5288.72108574,"W",47.0222783996052
"4303","base-taskset-2",3,200,10,320.52,6.95919525,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,5295.68028099,"B",46.0570494842777
"4304","taskset-2",3,200,10,440.72,9.31963824,18,0.00159599999999926,33224,34.8,31,32.9,"red",FALSE,23,4,5304.99991923,"W",47.2893892070214
"4305","base-taskset-2",3,200,10,317.18,6.9045729,NA,0,NA,34.8,31.5,33.15,"blue",TRUE,23,3,5311.90449213,"B",45.9376712497307
"4306","taskset-2",3,200,10,431.39,9.35532923,17,0.000662999999995861,31356,37.6,31.5,34.55,"red",FALSE,23,4,5321.25982136,"W",46.1116855852223
"4307","base-taskset-2",3,200,10,322.08,6.95381608,NA,0,NA,34,32,33,"blue",TRUE,23,3,5328.21363744,"B",46.3170144701325
"4308","taskset-2",3,200,10,443.85,9.34112789,31,0.000391000000000474,56954,34,32,33,"red",FALSE,23,4,5337.55476533,"W",47.5156753260125
"4309","base-taskset-2",3,200,10,325.55,6.94600595,NA,0,NA,33.8,31,32.4,"blue",TRUE,23,3,5344.50077128,"B",46.8686612628082
"4310","taskset-2",3,200,10,442.01,9.35231349,27,0.000337000000001808,49589,33.8,31,32.4,"red",FALSE,23,4,5353.85308477,"W",47.2621026308219
"4311","base-taskset-2",3,200,10,329.91,6.92411878,NA,0,NA,34,31.5,32.75,"blue",TRUE,23,3,5360.77720355,"B",47.6464963242586
"4312","taskset-2",3,200,10,434.68,9.33165705,23,0.00231399999999837,42479,33.5,31,32.25,"red",FALSE,23,4,5370.1088606,"W",46.5812232137271
"4313","base-taskset-2",3,200,10,324.12,6.91453043,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,23,3,5377.02339103,"B",46.8752004610095
"4314","taskset-2",3,200,10,438.24,9.35054898,48,0.0002539999999982,87731,32.8,31,31.9,"red",FALSE,23,4,5386.37394001,"W",46.8678364165951
